"","TP_COR_RACA","TP_ESCOLA","TP_SEXO","Q005","Q006","CO_PROVA_CN","CO_PROVA_CH","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","SG_UF_RESIDENCIA"
"805",3,1,"M",5,"B",391,396,400,403,438.2,546.5,427.4,468,540,"RJ"
"806",2,1,"M",3,"G",391,395,399,403,600.6,558.5,569.4,383.5,600,"RO"
"807",3,1,"M",2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"808",1,1,"F",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"809",1,1,"F",3,"C",391,396,400,403,423,498.5,545.8,541.2,480,"PE"
"810",3,1,"F",2,"G",393,395,399,406,460.6,538.5,559.2,392,800,"BA"
"811",1,1,"F",4,"F",393,397,402,406,499.7,408.2,438.3,601.7,640,"SP"
"812",3,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"813",1,1,"F",5,"H",391,395,399,403,582.9,555.3,520.4,598.8,580,"RS"
"814",1,1,"M",3,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"815",4,1,"F",4,"J",394,398,401,405,699.5,703.2,634.3,768.4,860,"MG"
"816",1,3,"M",4,"Q",392,396,400,404,723.9,690.5,627.3,830.1,900,"SP"
"817",3,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"818",1,2,"M",5,"B",393,398,401,406,583.7,664.3,580.7,672.4,720,"MG"
"819",2,1,"M",1,"A",392,396,400,404,439.3,499.5,512,641.1,560,"BA"
"820",3,2,"M",7,"B",394,396,400,405,448.9,0,301.9,404.1,560,"AP"
"821",1,2,"F",4,"F",394,395,399,405,535.2,520.7,535.2,412.5,580,"MG"
"822",1,1,"M",5,"M",392,398,401,404,570.9,445,503.6,653.1,760,"GO"
"823",2,1,"M",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"824",2,1,"M",3,"C",391,397,402,403,554.8,538.8,467,555,480,"BA"
"825",1,1,"M",1,"C",391,398,401,403,570.9,582.9,553.3,571.7,580,"BA"
"826",1,2,"F",4,"G",391,396,400,403,561.3,599.4,564.9,664.9,760,"ES"
"827",3,1,"F",3,"D",393,396,400,406,486.5,539.5,512.9,379.3,600,"SP"
"828",3,1,"M",3,"D",391,396,400,403,709.7,650.8,611.3,742.9,840,"BA"
"829",2,1,"M",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"830",1,2,"F",3,"C",392,396,400,404,525.4,579.3,578.4,594.9,720,"SP"
"831",3,1,"F",6,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"832",3,1,"M",4,"B",392,395,399,404,409.9,497.3,559.4,391.5,400,"PE"
"833",1,2,"M",6,"D",391,397,402,403,573.9,618,567.2,721.9,540,"MG"
"834",3,1,"M",5,"D",391,397,402,403,430.8,526.3,482,451.3,680,"AL"
"835",2,1,"M",4,"B",393,398,401,406,435,527.5,468.8,612.3,480,"PE"
"836",5,1,"M",6,"G",393,396,400,406,618,640.2,616.3,509.9,880,"SE"
"837",2,1,"M",1,"G",394,398,401,405,607.7,580.3,584.6,561.3,560,"SP"
"838",3,1,"M",3,"E",391,398,401,403,608.8,643.9,619.1,553.3,440,"SP"
"839",3,1,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"840",4,1,"M",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"841",5,2,"M",6,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"842",2,1,"M",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"843",1,1,"F",5,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN"
"844",1,1,"F",3,"D",392,396,400,404,595.4,565.5,533.3,502.6,560,"SP"
"845",4,1,"F",5,"C",392,398,401,404,558,507,519.2,439.7,360,"PA"
"846",2,1,"M",6,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"847",2,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"848",3,1,"M",2,"C",392,397,402,404,423.4,497.4,487.9,635.2,500,"RJ"
"849",1,3,"F",4,"P",393,397,402,406,613,666.6,624.9,635,700,"PR"
"850",3,1,"F",2,"B",394,398,401,405,423.6,485.8,531.3,442.5,420,"SP"
"851",3,1,"F",2,"B",391,395,399,403,491.5,502.7,463.5,443.4,420,"GO"
"852",1,1,"M",2,"D",393,396,400,406,576.3,621.8,583.8,529.8,500,"RS"
"853",2,1,"M",7,"D",391,397,402,403,437.8,543,514.2,684.1,640,"SE"
"854",2,1,"M",4,"C",394,398,401,405,574.8,430.6,367.6,388.7,600,"SP"
"855",3,1,"F",2,"C",NA,397,402,NA,NA,417.3,447,NA,560,"RJ"
"856",1,1,"M",3,"E",392,395,399,404,580.8,566.4,537.1,584.6,580,"MG"
"857",3,1,"M",5,"E",393,395,399,406,611.2,612.6,587.1,691.3,580,"SP"
"858",3,1,"F",2,"B",394,396,400,405,411.2,435.8,510.1,421.9,520,"BA"
"859",3,1,"M",4,"H",391,396,400,403,623,658.1,606.6,712.7,700,"CE"
"860",1,1,"M",3,"C",392,395,399,404,539,617,586.9,536.1,600,"AM"
"861",3,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PI"
"862",3,2,"M",4,"E",392,398,401,404,574.3,620.7,527.7,610.3,640,"SC"
"863",1,1,"F",5,"E",NA,398,401,NA,NA,600.4,585.2,NA,540,"SP"
"864",3,1,"F",1,"C",391,396,400,403,511.9,534.9,491.4,495.4,500,"CE"
"865",3,1,"M",3,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"866",3,1,"M",5,"D",393,397,402,406,529.2,519.7,518.5,383.8,520,"MA"
"867",1,2,"F",5,"E",393,398,401,406,511.1,485,554.3,532.2,700,"SP"
"868",2,1,"F",6,"C",393,397,402,406,609.3,603.6,545.9,556.2,720,"GO"
"869",1,1,"M",7,"C",394,396,400,405,390.3,538.1,471.3,531.7,480,"RS"
"870",3,2,"F",4,"C",391,NA,NA,403,596.4,NA,NA,623.6,NA,"SP"
"871",3,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"872",2,1,"F",5,"C",391,398,401,403,573.2,468.5,549.1,620.8,640,"MG"
"873",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"874",1,1,"M",4,"K",392,398,401,404,603.6,593.4,590.3,561.2,660,"MG"
"875",3,3,"M",3,"F",393,397,402,406,622.9,629.7,554.1,719.4,880,"BA"
"876",3,1,"M",4,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"877",3,1,"F",3,"B",393,397,402,406,522.9,539.3,501.1,566,440,"PE"
"878",3,2,"F",4,"D",393,396,400,406,499.6,540.7,515,605,680,"SP"
"879",1,3,"F",4,"N",393,397,402,406,472.2,528.3,472.8,594.1,600,"RJ"
"880",1,1,"F",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"881",3,2,"F",4,"B",NA,398,401,NA,NA,572.9,540.2,NA,480,"MG"
"882",3,1,"F",4,"C",394,398,401,405,524.3,607.9,561.3,448.1,560,"ES"
"883",1,2,"M",4,"H",394,396,400,405,567.1,681.3,629.5,693.4,640,"SP"
"884",3,1,"M",1,"B",392,397,402,404,596.9,608,610.4,686.3,560,"BA"
"885",3,1,"F",2,"D",392,396,400,404,512.5,412.9,514.9,528.5,480,"PI"
"886",4,1,"M",4,"P",391,397,402,403,647.7,634.4,633.3,694.2,520,"SP"
"887",1,1,"F",4,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"888",3,2,"M",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"889",2,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"890",2,1,"M",8,"C",391,396,400,403,537.7,556.3,558.4,438.9,680,"AL"
"891",3,1,"M",5,"B",392,395,399,404,578.2,637.7,580.4,624.6,640,"PI"
"892",3,2,"F",3,"B",393,397,402,406,559.1,590.5,561,488,640,"SP"
"893",2,1,"M",3,"F",391,396,400,403,545.3,576.9,514.2,667.1,660,"PA"
"894",1,1,"F",2,"J",394,397,402,405,647.9,629.6,538,751.4,700,"RJ"
"895",1,3,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"896",1,1,"M",4,"A",391,396,400,403,521.4,653.8,595.2,755.5,560,"RJ"
"897",1,1,"F",4,"B",394,397,402,405,406.4,452.7,505.6,424.7,460,"RS"
"898",3,1,"M",3,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"899",1,1,"M",2,"C",394,397,402,405,631.8,713.7,634.8,701.1,520,"RJ"
"900",1,2,"F",3,"E",392,397,402,404,461.9,482.2,466.1,502.3,600,"SP"
"901",2,2,"F",5,"B",391,396,400,403,400.6,535.3,472.8,607.2,480,"CE"
"902",1,1,"M",2,"C",394,396,400,405,596.6,602.3,568.9,594.1,480,"RS"
"903",1,1,"M",2,"E",394,395,399,405,411.8,517.3,473.7,591.9,540,"PR"
"904",1,1,"M",3,"N",391,396,400,403,499.8,571.6,561.6,457.2,440,"PI"
"905",2,1,"M",7,"C",392,396,400,404,538.9,532.7,555,549.1,540,"MA"
"906",3,1,"M",4,"D",391,398,401,403,572.1,588.8,535.8,448.6,620,"PA"
"907",2,1,"M",7,"C",393,395,399,406,543.5,524.7,589.7,446.3,520,"PI"
"908",3,2,"M",4,"F",394,396,400,405,637.3,638.2,608.4,693.8,640,"DF"
"909",3,1,"F",5,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"910",4,1,"F",7,"C",393,398,401,406,453.3,468.2,477.2,405.3,560,"PE"
"911",1,1,"F",5,"E",391,395,399,403,552.2,546.9,542.3,566.3,620,"RJ"
"912",2,2,"F",6,"E",391,397,402,403,453.5,564.3,549.9,528.9,520,"BA"
"913",1,1,"F",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"914",1,1,"F",6,"B",393,398,401,406,395.4,462.4,501.9,510.3,520,"MT"
"915",0,1,"F",2,"C",391,395,399,403,511.7,666.5,591,561.9,420,"MG"
"916",3,1,"F",2,"C",392,395,399,404,415.4,481.6,504.6,613.1,840,"RJ"
"917",2,2,"F",5,"E",392,398,401,404,552,662.7,630.9,673.3,520,"MG"
"918",2,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"919",1,1,"M",5,"L",391,397,402,403,454.4,428.9,416.6,387.7,380,"SP"
"920",2,1,"F",4,"B",391,397,402,403,435.9,542.3,576.5,506.3,640,"PE"
"921",1,1,"F",2,"B",394,395,399,405,452.8,455.2,397.5,408.8,0,"PE"
"922",2,1,"F",1,"B",392,395,399,404,571.5,591.4,553.1,431.4,660,"BA"
"923",3,1,"M",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"924",3,1,"M",4,"H",392,395,399,404,512.2,570.2,558.1,682.5,560,"MG"
"925",3,1,"F",5,"H",392,396,400,404,598.1,576.6,551.4,656.3,520,"CE"
"926",1,1,"F",3,"E",391,398,401,403,567.4,596.3,550.4,532.3,680,"GO"
"927",1,1,"F",3,"E",391,398,401,403,477.5,556,514.5,514.8,580,"SP"
"928",1,1,"M",4,"J",393,395,399,406,688,717.4,712,723.1,620,"RJ"
"929",2,1,"F",3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"930",3,1,"F",2,"B",393,395,399,406,453.3,382.4,386.7,358.7,460,"CE"
"931",3,1,"M",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"932",3,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"933",3,1,"F",6,"D",391,397,402,403,519.4,541.4,497.3,418.5,420,"PA"
"934",3,1,"F",3,"D",394,397,402,405,531.7,569.3,564.9,475.8,480,"MG"
"935",2,1,"F",2,"B",393,396,400,406,383,367.9,495.4,425.1,760,"BA"
"936",1,1,"M",3,"E",394,395,399,405,626.5,606.8,589.4,504.6,700,"SC"
"937",1,3,"M",4,"K",393,395,399,406,522.3,495.7,469.2,445.4,620,"PE"
"938",1,1,"F",5,"I",391,395,399,403,551.3,594.9,604.8,647.2,840,"MG"
"939",3,1,"F",4,"B",393,397,402,406,420.7,449.6,430.8,370.7,440,"BA"
"940",1,1,"M",5,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"941",3,1,"F",9,"C",393,397,402,406,581.6,595.4,579.7,537.5,520,"RR"
"942",3,1,"F",7,"B",394,395,399,405,484,528.9,545.9,469,320,"MA"
"943",1,1,"F",2,"C",394,398,401,405,564.1,591.7,518.3,666.7,700,"MS"
"944",1,3,"F",4,"E",393,398,401,406,584.2,376.6,585.2,730.3,880,"RJ"
"945",3,1,"F",3,"C",393,396,400,406,627,557.1,554.3,534.2,540,"SP"
"946",1,1,"M",4,"J",394,396,400,405,622.1,591.1,561.5,465.4,560,"PE"
"947",2,2,"F",2,"B",393,396,400,406,546.7,472.4,538.4,516.4,540,"PE"
"948",1,1,"M",3,"D",393,397,402,406,576.5,486.9,477.2,617.5,660,"RJ"
"949",1,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"950",1,1,"F",4,"G",392,395,399,404,628.7,673.7,724.9,642.2,640,"MA"
"951",2,1,"M",2,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"952",1,1,"M",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"953",3,1,"F",5,"L",393,397,402,406,575.1,585.5,550.3,567.4,540,"PB"
"954",3,1,"M",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"955",1,2,"F",5,"B",394,398,401,405,606.3,618.4,594.6,572.3,640,"SP"
"956",3,1,"F",2,"D",392,395,399,404,533.4,623.9,506.2,495.1,0,"MG"
"957",1,2,"M",5,"E",394,396,400,405,479.2,406.1,497,429,520,"MG"
"958",3,1,"F",3,"C",393,397,402,406,518.8,529,490.8,515.6,520,"SP"
"959",1,1,"M",4,"D",391,395,399,403,489.7,510.2,496.2,513,540,"SP"
"960",1,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"961",2,1,"M",3,"C",393,396,400,406,561.9,579.5,544.4,492.6,480,"PB"
"962",3,2,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"963",3,1,"M",2,"D",394,395,399,405,486.3,504.3,495.1,633.8,420,"RJ"
"964",3,1,"F",2,"A",394,396,400,405,600.6,583.4,571.7,673.9,340,"MG"
"965",3,1,"M",13,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"966",3,1,"F",6,"I",394,397,402,405,651.9,674.7,597.4,721.2,920,"PI"
"967",4,2,"F",5,"F",391,395,399,403,636.6,667.3,559.8,493.3,760,"PA"
"968",2,1,"F",1,"B",392,398,401,404,485.6,477.2,521,430.5,560,"SP"
"969",3,1,"F",3,"C",391,398,401,403,390.9,407.7,442.3,371.2,240,"AL"
"970",1,4,"M",4,"L",394,398,401,405,634.3,634.9,573.4,696.2,620,"RJ"
"971",1,1,"M",3,"F",393,396,400,406,698.8,630.1,651.5,751.8,580,"PR"
"972",2,1,"M",1,"A",391,395,399,403,533.1,442.6,460.6,403.9,460,"BA"
"973",1,1,"M",5,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"974",1,1,"F",2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"975",3,2,"M",3,"G",394,398,401,405,469.8,577.1,579.7,680.9,640,"AM"
"976",3,1,"M",6,"G",393,396,400,406,604.9,645.6,682,596.6,580,"MA"
"977",1,2,"M",3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"978",1,1,"M",5,"D",394,398,401,405,475.9,438.4,372.9,356.2,680,"PE"
"979",1,3,"F",3,"H",393,398,401,406,487.8,596.1,566.2,542.5,560,"SP"
"980",4,1,"F",6,"G",394,398,401,405,502.6,509.8,490.6,460.6,580,"BA"
"981",3,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"982",1,2,"M",5,"E",393,396,400,406,486.4,586.8,593.1,595.7,480,"SP"
"983",2,1,"M",4,"E",391,397,402,403,612,603.5,600,365,540,"PE"
"984",3,1,"F",2,"C",393,398,401,406,454.3,525.5,507.2,494.6,680,"SP"
"985",3,1,"F",5,"E",391,398,401,403,548.3,527.5,532.7,455.8,420,"SP"
"986",3,2,"M",5,"F",392,397,402,404,556.2,567.1,544.4,587.2,660,"GO"
"987",3,1,"F",6,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"988",3,1,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"989",3,1,"F",5,"E",391,395,399,403,503.8,598.2,564.6,582.8,480,"PB"
"990",1,2,"F",3,"E",394,398,401,405,518.9,555.3,585.2,656.6,600,"SP"
"991",2,1,"M",1,"A",391,396,400,403,645.2,600.4,564.4,666.6,840,"MG"
"992",1,1,"M",4,"D",NA,397,402,NA,NA,602.6,551.7,NA,560,"PE"
"993",3,1,"F",9,"B",394,397,402,405,482.1,586.6,526.5,498.6,560,"RJ"
"994",3,1,"F",4,"D",393,396,400,406,690.4,678.8,637.7,814.4,920,"ES"
"995",3,1,"M",3,"D",394,398,401,405,617.7,660.7,632.1,706,620,"MG"
"996",1,2,"F",3,"F",394,396,400,405,491.8,543,494.8,482,660,"SP"
"997",2,2,"F",6,"C",391,395,399,403,562.5,626.9,600.1,565.4,680,"SP"
"998",1,1,"M",3,"D",394,398,401,405,593.6,604.4,567.1,625.8,640,"RJ"
"999",1,1,"M",2,"B",393,396,400,406,678.6,615.6,536.8,672.5,760,"TO"
"1000",3,1,"F",3,"B",391,397,402,403,524.3,385.5,467.6,489.9,560,"SE"
"1001",1,1,"M",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"1002",3,1,"F",3,"D",391,397,402,403,414.7,533.7,540.5,421.4,440,"MA"
"1003",3,1,"F",2,"C",NA,396,400,NA,NA,455.6,575.6,NA,680,"SP"
"1004",2,1,"F",5,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"1005",1,3,"F",2,"B",392,398,401,404,632.4,666.8,583.3,639.1,600,"SP"
"1006",3,2,"F",5,"I",392,395,399,404,483.7,345.4,610.1,636.6,620,"BA"
"1007",1,1,"F",5,"B",392,396,400,404,555.8,444.2,537.1,474.5,340,"MT"
"1008",2,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"1009",3,1,"M",6,"B",391,398,401,403,436.6,420.3,422.9,501.9,480,"PA"
"1010",2,1,"F",4,"C",393,398,401,406,430.3,456,443.2,383,520,"PA"
"1011",3,1,"M",5,"E",392,398,401,404,520.2,612.9,601.8,573.5,600,"SP"
"1012",1,1,"M",3,"B",392,396,400,404,621.4,742.2,602.1,777.4,680,"PB"
"1013",2,1,"M",6,"B",393,395,399,406,537.5,614.6,588.5,532.4,500,"CE"
"1014",3,1,"F",2,"D",391,396,400,403,437.7,523.4,406,462.6,620,"ES"
"1015",1,1,"M",2,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"1016",3,1,"M",2,"E",392,398,401,404,535.9,554.2,545.5,555.1,540,"CE"
"1017",2,1,"M",4,"G",391,397,402,403,470.9,631,503.4,504.5,800,"BA"
"1018",3,1,"F",5,"C",394,395,399,405,507.9,524,576.3,502.7,640,"RJ"
"1019",1,1,"F",3,"K",394,396,400,405,658,683.5,665,718.4,740,"RS"
"1020",1,1,"M",4,"H",393,398,401,406,548.8,564.5,547.7,663.8,480,"PR"
"1021",2,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"1022",1,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"1023",3,4,"F",4,"B",393,395,399,406,550.1,593.5,562.2,385.2,900,"MT"
"1024",1,3,"M",3,"P",NA,397,402,NA,NA,598.5,484.2,NA,580,"MG"
"1025",1,1,"M",2,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"1026",0,1,"F",4,"F",391,395,399,403,654,655.4,601.2,557.3,760,"SP"
"1027",1,1,"F",5,"B",392,398,401,404,468.5,413.6,410,416,440,"SP"
"1028",3,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"1029",1,1,"M",4,"I",393,397,402,406,581.3,628,580.1,677.1,0,"SP"
"1030",1,1,"F",2,"D",391,395,399,403,550.8,623.5,513.8,603.8,0,"SP"
"1031",3,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"1032",1,1,"M",2,"C",393,396,400,406,504.8,534.2,506,544.6,500,"BA"
"1033",1,1,"M",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"1034",3,1,"M",2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO"
"1035",3,2,"M",4,"B",391,395,399,403,401.3,428.9,451.8,502.5,360,"CE"
"1036",2,1,"M",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"1037",1,1,"F",5,"D",391,395,399,403,415.4,536,509.8,484.7,500,"SP"
"1038",0,1,"M",1,"O",392,397,402,404,623.3,653.5,599.8,658.7,740,"BA"
"1039",2,1,"F",4,"B",394,396,400,405,425.6,464.4,499.6,376.6,480,"MA"
"1040",3,1,"F",7,"D",393,398,401,406,498.6,584.8,566,550.8,520,"DF"
"1041",1,1,"F",3,"D",394,396,400,405,525.3,507.4,444.4,384.3,420,"GO"
"1042",1,1,"M",4,"E",391,398,401,403,403.5,649.2,571.7,527,620,"GO"
"1043",1,1,"F",2,"C",392,395,399,404,459.8,388.1,470,375.8,440,"GO"
"1044",1,1,"M",4,"D",392,395,399,404,456.1,556.1,522.2,391.3,440,"PB"
"1045",1,1,"M",2,"H",392,396,400,404,644.4,629,553.7,640.7,380,"PR"
"1046",1,1,"M",6,"H",NA,398,401,NA,NA,382.3,451.2,NA,520,"PR"
"1047",3,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"1048",3,1,"F",6,"C",393,396,400,406,400.1,457,432.7,383,280,"MG"
"1049",1,1,"M",4,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN"
"1050",1,1,"F",3,"D",391,395,399,403,507.9,512.7,513.2,435.3,460,"PI"
"1051",3,1,"M",3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"1052",1,1,"M",6,"I",392,397,402,404,568.9,580,594.5,589.5,620,"SP"
"1053",1,1,"F",3,"G",393,395,399,406,420.5,488.4,517.5,581.1,480,"SC"
"1054",3,1,"F",7,"C",391,395,399,403,608.6,595.3,608.5,577,640,"CE"
"1055",1,1,"M",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"1056",3,1,"F",6,"B",393,395,399,406,503,475.7,429,504.9,520,"MA"
"1057",3,1,"F",4,"F",394,397,402,405,518.5,576.1,492.5,370.3,480,"PE"
"1058",3,1,"M",7,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"1059",1,1,"M",4,"H",392,397,402,404,646.6,673.4,598.8,533.6,700,"MG"
"1060",3,1,"F",9,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"1061",3,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA"
"1062",2,1,"F",7,"B",NA,397,402,NA,NA,565.4,540.5,NA,380,"PE"
"1063",3,1,"F",7,"C",NA,398,401,NA,NA,529.2,505.7,NA,560,"SP"
"1064",3,1,"M",2,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"1065",1,1,"F",5,"I",392,395,399,404,560,612,569.6,486.4,820,"SP"
"1066",1,1,"F",7,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"1067",3,1,"F",9,"G",392,397,402,404,404.8,440,518,386.8,520,"PR"
"1068",3,1,"M",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"1069",3,1,"F",3,"E",393,398,401,406,625.8,626.4,603,554.7,640,"DF"
"1070",3,1,"M",13,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AM"
"1071",1,1,"M",3,"G",393,397,402,406,626,663.8,602.8,741.1,960,"MG"
"1072",3,1,"F",5,"C",392,396,400,404,534.9,413.8,475.6,403.3,560,"PA"
"1073",3,1,"M",4,"C",393,395,399,406,569.3,569.3,519.3,439.6,360,"SP"
"1074",3,1,"F",5,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"1075",2,1,"F",8,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"1076",1,1,"F",2,"E",391,398,401,403,478.7,602.7,540.8,545.7,640,"SC"
"1077",3,1,"F",3,"C",393,396,400,406,427.9,549.4,523.6,653.8,480,"SP"
"1078",3,1,"F",3,"E",392,396,400,404,542.2,569.8,600.4,512.9,660,"MG"
"1079",1,1,"M",2,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"1080",2,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO"
"1081",3,1,"F",5,"E",394,396,400,405,608.1,635,542.7,680.5,860,"CE"
"1082",3,1,"F",2,"D",393,398,401,406,489.8,577.3,567.8,541.7,360,"BA"
"1083",2,1,"F",2,"C",392,396,400,404,563.3,605.2,594.6,586.4,640,"SP"
"1084",1,1,"F",1,"C",393,397,402,406,378.6,413.4,525.9,512.1,340,"PR"
"1085",3,1,"M",7,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"1086",1,1,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"1087",3,1,"M",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"1088",3,1,"F",4,"D",394,395,399,405,621.3,629.9,585,504.3,860,"CE"
"1089",1,1,"M",3,"E",392,397,402,404,510.9,602.2,570.5,672.4,540,"SP"
"1090",1,1,"M",5,"L",391,398,401,403,583.3,634.9,605,601.8,600,"SP"
"1091",1,1,"F",4,"Q",393,398,401,406,688.5,680,654.4,653.6,800,"SP"
"1092",3,1,"M",5,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"1093",3,1,"M",2,"C",394,395,399,405,532.2,448.3,474,511.6,500,"CE"
"1094",1,1,"F",2,"B",391,396,400,403,562.9,616,598.8,697.9,620,"PI"
"1095",3,1,"M",2,"C",391,396,400,403,436.5,528.4,510.5,434.9,560,"PA"
"1096",1,1,"M",1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"1097",1,1,"F",5,"E",394,396,400,405,474.3,497.8,505.1,541.1,660,"PR"
"1098",1,2,"F",4,"B",394,395,399,405,438.1,522,520.7,517,0,"PE"
"1099",3,1,"F",2,"D",393,398,401,406,496.3,450.6,462.3,579.5,600,"BA"
"1100",3,2,"F",4,"C",392,396,400,404,440.2,492.2,481.9,457.2,0,"RJ"
"1101",1,1,"M",2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"1102",3,1,"F",1,"B",391,397,402,403,560.8,507.9,524.9,447.8,480,"PR"
"1103",3,1,"F",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"1104",1,1,"F",2,"B",392,396,400,404,467,488.1,409.1,533.5,540,"SP"
