ID,LATITUDE,LONGITUDE,Mun/UF,MUNICIPIO,UF,Valor
4857,-23.22,-47.95,CESARIO LANGE - SP,CESARIO LANGE,SP,88.461.936.751.923
4858,-22.51,-47.77,CHARQUEADA - SP,CHARQUEADA,SP,77.146.020.990.407
4859,-23.03,-49.7,CHAVANTES - SP,CHAVANTES,SP,75.748.288.613.584
4860,-21.56,-50.44,CLEMENTINA - SP,CLEMENTINA,SP,31.607.753.647.539
4861,-20.71,-48.54,COLINA - SP,COLINA,SP,10.799.497.187.175
4862,-20.17,-48.68,COLOMBIA - SP,COLOMBIA,SP,38.253.206.559.289
4863,-22.33,-47.17,CONCHAL - SP,CONCHAL,SP,14.883.686.173.426
4864,-23.01,-48.01,CONCHAS - SP,CONCHAS,SP,79.296.800.565.929
4865,-22.48,-47.45,CORDEIROPOLIS - SP,CORDEIROPOLIS,SP,10.067.356.115.081
4866,-21.35,-50.28,COROADOS - SP,COROADOS,SP,29.956.300.598.333
4867,-23.63,-49.31,CORONEL MACEDO - SP,CORONEL MACEDO,SP,38.570.359.045.567
4868,-22.22,-47.62,CORUMBATAI - SP,CORUMBATAI,SP,24.106.799.107.382
4869,-22.64,-47.19,COSMOPOLIS - SP,COSMOPOLIS,SP,26.029.016.216.463
4870,-20.47,-49.77,COSMORAMA - SP,COSMORAMA,SP,49.975.227.853.944
4871,-23.6,-46.91,COTIA - SP,COTIA,SP,85.974.279.598.888
4872,-21.34,-47.72,CRAVINHOS - SP,CRAVINHOS,SP,16.744.703.826.546
4873,-20.39,-47.42,CRISTAIS PAULISTA - SP,CRISTAIS PAULISTA,SP,41.044.306.901.562
4874,-22.73,-50.79,CRUZALIA - SP,CRUZALIA,SP,17.367.123.769.019
4875,-22.57,-44.96,CRUZEIRO - SP,CRUZEIRO,SP,44.779.298.265.136
4876,-23.89,-46.42,CUBATAO - SP,CUBATAO,SP,60.223.972.953.716
4877,-23.07,-44.96,CUNHA - SP,CUNHA,SP,13.277.077.460.216
4878,-21.9,-47.61,DESCALVADO - SP,DESCALVADO,SP,18.403.495.592.515
4879,-23.68,-46.62,DIADEMA - SP,DIADEMA,SP,22.237.553.195.542
4880,-20.46,-50.6,DIRCE REIS - SP,DIRCE REIS,SP,11.052.168.596
4881,-21.66,-46.73,DIVINOLANDIA - SP,DIVINOLANDIA,SP,75.133.551.398.066
4882,-21.51,-48.39,DOBRADA - SP,DOBRADA,SP,48.565.590.213.836
4883,-22.36,-48.38,DOIS CORREGOS - SP,DOIS CORREGOS,SP,13.998.195.813.416
4884,-20.12,-50.51,DOLCINOPOLIS - SP,DOLCINOPOLIS,SP,14.735.537.661.458
4885,-22.1,-48.31,DOURADO - SP,DOURADO,SP,52.980.504.813.146
4886,-21.48,-51.53,DRACENA - SP,DRACENA,SP,26.792.488.368.857
4887,-22.41,-49.4,DUARTINA - SP,DUARTINA,SP,80.751.703.320.041
4888,-21.23,-47.97,DUMONT - SP,DUMONT,SP,3.480.430.882.608
4889,-22.42,-50.2,ECHAPORA - SP,ECHAPORA,SP,41.943.710.749.223
4890,-24.52,-48.1,ELDORADO - SP,ELDORADO,SP,88.126.460.357.955
4891,-23.04,-47.37,ELIAS FAUSTO - SP,ELIAS FAUSTO,SP,80.727.819.778.684
4892,-21.16,-49.11,ELISIARIO - SP,ELISIARIO,SP,168.283.773.505
4893,-20.98,-48.83,EMBAUBA - SP,EMBAUBA,SP,16.947.408.377.642
4894,-23.64,-46.85,EMBU - SP,EMBU,SP,12.754.124.386.191
4895,-23.83,-46.81,EMBU-GUACU - SP,EMBU-GUACU,SP,28.131.659.220.976
4896,-21.83,-51.48,EMILIANOPOLIS - SP,EMILIANOPOLIS,SP,16.788.156.881.869
4897,-22.48,-47.21,ENGENHEIRO COELHO - SP,ENGENHEIRO COELHO,SP,60.390.405.337.176
4898,-22.19,-46.74,ESPIRITO SANTO DO PINHAL - SP,ESPIRITO SANTO DO PINHAL,SP,25.857.949.743.867
4899,-22.69,-49.43,ESPIRITO SANTO DO TURVO - SP,ESPIRITO SANTO DO TURVO,SP,18.933.174.828.096
4900,-22.27,-46.94,ESTIVA GERBI - SP,ESTIVA GERBI,SP,49.332.946.605.097
4901,-22.48,-51.66,ESTRELA DO NORTE - SP,ESTRELA DO NORTE,SP,53.118.632.223.043
4902,-20.28,-50.4,ESTRELA D'OESTE - SP,ESTRELA D'OESTE,SP,16.763.693.057.184
4903,-22.56,-52.59,EUCLIDES DA CUNHA PAULISTA - SP,EUCLIDES DA CUNHA PAULISTA,SP,6.493.338.973.559
4904,-23.38,-49.51,FARTURA - SP,FARTURA,SP,93.762.722.753.438
4905,-21.26,-48.68,FERNANDO PRESTES - SP,FERNANDO PRESTES,SP,34.898.281.753.418
4906,-20.28,-50.24,FERNANDOPOLIS - SP,FERNANDOPOLIS,SP,39.913.503.946.836
4907,-22.35,-49.52,FERNAO - SP,FERNAO,SP,9.374.885.685.393
4908,-23.54,-46.36,FERRAZ DE VASCONCELOS - SP,FERRAZ DE VASCONCELOS,SP,7.813.304.765.284
4909,-21.67,-51.38,FLORA RICA - SP,FLORA RICA,SP,14.295.470.052.985
4910,-20.67,-50.14,FLOREAL - SP,FLOREAL,SP,23.489.968.543.695
4911,-21.61,-51.17,FLORIDA PAULISTA - SP,FLORIDA PAULISTA,SP,72.094.144.537.546
4912,-22.9,-50.73,FLORINIA - SP,FLORINIA,SP,21.208.841.159.813
4913,-20.53,-47.4,FRANCA - SP,FRANCA,SP,17.277.132.937.985
4914,-23.28,-46.74,FRANCISCO MORATO - SP,FRANCISCO MORATO,SP,64.398.446.895.439
4915,-23.32,-46.72,FRANCO DA ROCHA - SP,FRANCO DA ROCHA,SP,62.936.646.267.116
4916,-21.53,-50.55,GABRIEL MONTEIRO - SP,GABRIEL MONTEIRO,SP,1.687.543.204.526
4917,-22.29,-49.55,GALIA - SP,GALIA,SP,50.458.008.340.652
4918,-22.21,-49.65,GARCA - SP,GARCA,SP,26.796.694.403.816
4919,-20.79,-50.18,GASTAO VIDIGAL - SP,GASTAO VIDIGAL,SP,24.002.624.344.934
4920,-21.83,-48.49,GAVIAO PEIXOTO - SP,GAVIAO PEIXOTO,SP,27.404.949.518.943
4921,-20.64,-50.36,GENERAL SALGADO - SP,GENERAL SALGADO,SP,69.708.899.193.188
4922,-21.79,-49.92,GETULINA - SP,GETULINA,SP,58.750.665.243.835
4923,-21.38,-50.21,GLICERIO - SP,GLICERIO,SP,25.388.453.773.831
4924,-21.62,-49.79,GUAICARA - SP,GUAICARA,SP,54.767.390.494.225
4925,-21.91,-49.89,GUAIMBE - SP,GUAIMBE,SP,30.788.140.886.781
4926,-20.31,-48.31,GUAIRA - SP,GUAIRA,SP,20.884.057.109.603
4927,-20.79,-49.22,GUAPIACU - SP,GUAPIACU,SP,8.111.619.488.457
4928,-24.18,-48.53,GUAPIARA - SP,GUAPIARA,SP,12.586.602.061.775
4929,-20.42,-47.82,GUARA - SP,GUARA,SP,12.231.830.487.631
4930,-21.02,-51.2,GUARACAI - SP,GUARACAI,SP,6.133.801.094.965
4931,-20.49,-48.94,GUARACI - SP,GUARACI,SP,53.017.160.763.043
4932,-20.07,-50.33,GUARANI D'OESTE - SP,GUARANI D'OESTE,SP,13.482.954.864.552
4933,-21.89,-49.59,GUARANTA - SP,GUARANTA,SP,34.590.165.503.634
4934,-21.26,-50.64,GUARARAPES - SP,GUARARAPES,SP,17.521.628.839.797
4935,-23.41,-46.03,GUARAREMA - SP,GUARAREMA,SP,1.188.014.569.493
4936,-22.81,-45.19,GUARATINGUETA - SP,GUARATINGUETA,SP,59.250.360.661.835
4937,-23.37,-48.18,GUAREI - SP,GUAREI,SP,55.671.309.661.686
4938,-21.36,-48.22,GUARIBA - SP,GUARIBA,SP,20.139.784.847.027
4939,-23.99,-46.25,GUARUJA - SP,GUARUJA,SP,15.280.549.982.419
4940,-23.46,-46.53,GUARULHOS - SP,GUARULHOS,SP,972384
4941,-21.49,-48.03,GUATAPARA - SP,GUATAPARA,SP,40.913.034.631.789
4942,-20.65,-50.66,GUZOLANDIA - SP,GUZOLANDIA,SP,29.029.002.167.506
4943,-22,-50.38,HERCULANDIA - SP,HERCULANDIA,SP,50.989.612.531.089
4944,-22.63,-47.05,HOLAMBRA - SP,HOLAMBRA,SP,41.107.324.071.738
4945,-22.85,-47.22,HORTOLANDIA - SP,HORTOLANDIA,SP,71.389.464.218.851
4946,-21.89,-49.02,IACANGA - SP,IACANGA,SP,5.102.566.727.324
4947,-21.85,-50.68,IACRI - SP,IACRI,SP,43.688.187.555.117
4948,-22.87,-49.16,IARAS - SP,IARAS,SP,18.311.430.086.508
4949,-21.95,-47.99,IBATE - SP,IBATE,SP,15.235.709.620.369
4950,-21.08,-49.24,IBIRA - SP,IBIRA,SP,56.612.450.313.351
4951,-22.81,-50.07,IBIRAREMA - SP,IBIRAREMA,SP,38.773.917.364.835
4952,-21.75,-48.82,IBITINGA - SP,IBITINGA,SP,25.473.380.920.011
4953,-23.65,-47.22,IBIUNA - SP,IBIUNA,SP,37.648.518.918.641
4954,-20.34,-49.19,ICEM - SP,ICEM,SP,4.499.495.100.799
4955,-22.66,-51.07,IEPE - SP,IEPE,SP,47.577.807.143.085
4956,-22.5,-48.55,IGARACU DO TIETE - SP,IGARACU DO TIETE,SP,14.223.825.405.381
4957,-20.03,-47.74,IGARAPAVA - SP,IGARAPAVA,SP,17.847.736.019.607
4958,-23.2,-46.15,IGARATA - SP,IGARATA,SP,37.376.522.413.894
4959,-24.7,-47.55,IGUAPE - SP,IGUAPE,SP,17.228.825.063.026
4960,-24.74,-47.54,ILHA COMPRIDA - SP,ILHA COMPRIDA,SP,23.812.651.955.314
4961,-20.43,-51.34,ILHA SOLTEIRA - SP,ILHA SOLTEIRA,SP,14.019.925.990.594
4962,-23.77,-45.35,ILHABELA - SP,ILHABELA,SP,79.892.698.568.006
4963,-23.09,-47.21,INDAIATUBA - SP,INDAIATUBA,SP,77.380.384.036.883
4964,-22.17,-51.25,INDIANA - SP,INDIANA,SP,30.066.241.427.502
4965,-19.98,-50.29,INDIAPORA - SP,INDIAPORA,SP,26.979.215.771.641
4966,-21.77,-50.96,INUBIA PAULISTA - SP,INUBIA PAULISTA,SP,21.180.644.645.995
4967,-23.05,-49.62,IPAUCU - SP,IPAUCU,SP,79.303.515.109.701
4968,-23.35,-47.68,IPERO - SP,IPERO,SP,95.317.583.948.348
4969,-22.43,-47.71,IPEUNA - SP,IPEUNA,SP,21.591.443.611.409
4970,-20.65,-49.38,IPIGUA - SP,IPIGUA,SP,17.946.770.076.598
4971,-24.58,-48.59,IPORANGA - SP,IPORANGA,SP,30.323.062.794.435
4972,-20.43,-48.01,IPUA - SP,IPUA,SP,7.106.222.086.478
4973,-22.58,-47.51,IRACEMAPOLIS - SP,IRACEMAPOLIS,SP,92.465.403.678.661
4974,-21.27,-49.4,IRAPUA - SP,IRAPUA,SP,41.580.530.053.129
4975,-21.57,-51.34,IRAPURU - SP,IRAPURU,SP,47.966.064.525.341
4976,-23.86,-49.13,ITABERA - SP,ITABERA,SP,12.633.960.679.681
4977,-23.41,-49.09,ITAI - SP,ITAI,SP,10.848.842.327.862
4978,-21.31,-49.05,ITAJOBI - SP,ITAJOBI,SP,91.305.815.526.234
4979,-21.98,-48.8,ITAJU - SP,ITAJU,SP,13.723.348.537.547
4980,-24.18,-46.78,ITANHAEM - SP,ITANHAEM,SP,34.936.323.823.655
4981,-24.64,-48.84,ITAOCA - SP,ITAOCA,SP,2.167.317.436.207
4982,-23.71,-46.84,ITAPECERICA DA SERRA - SP,ITAPECERICA DA SERRA,SP,71.006.247.331.689
4983,-23.59,-48.05,ITAPETININGA - SP,ITAPETININGA,SP,73.705.346.446.906
4984,-23.98,-48.87,ITAPEVA - SP,ITAPEVA,SP,47.013.556.974.297
4985,-23.54,-46.93,ITAPEVI - SP,ITAPEVI,SP,84.563.433.127.039
4986,-22.43,-46.82,ITAPIRA - SP,ITAPIRA,SP,37.905.594.633.718
4987,-24.57,-49.16,ITAPIRAPUA PAULISTA - SP,ITAPIRAPUA PAULISTA,SP,21.343.751.397.861
4988,-21.59,-48.81,ITAPOLIS - SP,ITAPOLIS,SP,24.678.962.631.903
4989,-23.7,-49.49,ITAPORANGA - SP,ITAPORANGA,SP,90.666.731.846.676
4990,-22.23,-48.71,ITAPUI - SP,ITAPUI,SP,69.027.725.731.974
4991,-20.64,-51.5,ITAPURA - SP,ITAPURA,SP,24.461.527.920.221
4992,-23.48,-46.34,ITAQUAQUECETUBA - SP,ITAQUAQUECETUBA,SP,15.453.134.326.372
4993,-24.11,-49.34,ITARARE - SP,ITARARE,SP,27.122.876.013.326
4994,-24.28,-47.17,ITARIRI - SP,ITARIRI,SP,74.966.498.927.784
4995,-23,-46.83,ITATIBA - SP,ITATIBA,SP,4.586.988.455.235
4996,-23.1,-48.61,ITATINGA - SP,ITATINGA,SP,96.572.047.559.262
4997,-22.25,-47.82,ITIRAPINA - SP,ITIRAPINA,SP,70.029.175.546.129
4998,-20.64,-47.21,ITIRAPUA - SP,ITIRAPUA,SP,32.759.971.302.666
4999,-21.73,-46.97,ITOBI - SP,ITOBI,SP,4.382.636.084.715
5000,-23.26,-47.29,ITU - SP,ITU,SP,81.858.031.277.363
5001,-23.15,-47.05,ITUPEVA - SP,ITUPEVA,SP,12.415.850.682.702
5002,-20.33,-47.78,ITUVERAVA - SP,ITUVERAVA,SP,20.894.042.173.912
5003,-20.68,-48.41,JABORANDI - SP,JABORANDI,SP,41.434.951.527.412
5004,-21.25,-48.32,JABOTICABAL - SP,JABOTICABAL,SP,40.737.716.883.571
5005,-23.3,-45.96,JACAREI - SP,JACAREI,SP,11.284.312.892.884
5006,-20.88,-49.57,JACI - SP,JACI,SP,2.118.375.295.221
5007,-24.69,-48,JACUPIRANGA - SP,JACUPIRANGA,SP,10.368.395.123.149
5008,-22.7,-46.98,JAGUARIUNA - SP,JAGUARIUNA,SP,17.379.138.764.967
5009,-20.26,-50.54,JALES - SP,JALES,SP,30.229.099.578.378
5010,-23.25,-45.68,JAMBEIRO - SP,JAMBEIRO,SP,23.802.450.368.114
5011,-23.52,-46.9,JANDIRA - SP,JANDIRA,SP,51.791.101.764.114
5012,-21.01,-47.76,JARDINOPOLIS - SP,JARDINOPOLIS,SP,1.549.514.021.492
5013,-23.1,-46.72,JARINU - SP,JARINU,SP,8.543.833.221.814
5014,-22.29,-48.55,JAU - SP,JAU,SP,70.156.610.521.906
5015,-20.31,-47.58,JERIQUARA - SP,JERIQUARA,SP,22.570.403.462.251
5016,-22.93,-46.27,JOANOPOLIS - SP,JOANOPOLIS,SP,55.740.027.906.319
5017,-22.25,-50.76,JOAO RAMALHO - SP,JOAO RAMALHO,SP,22.039.565.218.439
5018,-21.05,-49.68,JOSE BONIFACIO - SP,JOSE BONIFACIO,SP,16.632.940.916.916
5019,-22,-49.78,JULIO MESQUITA - SP,JULIO MESQUITA,SP,24.535.060.655.296
5020,-23.08,-47.78,JUMIRIM - SP,JUMIRIM,SP,1.225.681.829.723
5021,-23.18,-46.88,JUNDIAI - SP,JUNDIAI,SP,20.267.687.170.355
5022,-21.51,-51.43,JUNQUEIROPOLIS - SP,JUNQUEIROPOLIS,SP,10.255.678.031.072
5023,-24.32,-47.63,JUQUIA - SP,JUQUIA,SP,13.057.795.483.146
5024,-23.93,-47.06,JUQUITIBA - SP,JUQUITIBA,SP,13.729.503.235.332
5025,-23.09,-45.19,LAGOINHA - SP,LAGOINHA,SP,30.911.144.642.606
5026,-23.05,-47.83,LARANJAL PAULISTA - SP,LARANJAL PAULISTA,SP,13.669.636.085.229
5027,-21.16,-51.04,LAVINIA - SP,LAVINIA,SP,3.488.751.086.365
5028,-22.57,-44.9,LAVRINHAS - SP,LAVRINHAS,SP,34.102.063.558.982
5029,-22.18,-47.39,LEME - SP,LEME,SP,53.247.700.361.519
5030,-22.59,-48.8,LENCOIS PAULISTA - SP,LENCOIS PAULISTA,SP,31.337.074.240.058
5031,-22.56,-47.4,LIMEIRA - SP,LIMEIRA,SP,15.071.791.136.191
5032,-22.52,-46.65,LINDOIA - SP,LINDOIA,SP,32.932.510.717.908
5033,-21.67,-49.74,LINS - SP,LINS,SP,40.455.548.410.008
5034,-22.73,-45.12,LORENA - SP,LORENA,SP,4.773.927.907.643
5035,-20.96,-50.22,LOURDES - SP,LOURDES,SP,1.296.027.867.906
5036,-23.08,-46.95,LOUVEIRA - SP,LOUVEIRA,SP,11.431.700.872.597
5037,-21.72,-51.01,LUCELIA - SP,LUCELIA,SP,11.707.794.267.949
5038,-22.43,-49.52,LUCIANOPOLIS - SP,LUCIANOPOLIS,SP,13.858.339.362.936
5039,-21.55,-47.7,LUIS ANTONIO - SP,LUIS ANTONIO,SP,41.994.099.373.933
5040,-21.67,-50.32,LUIZIANIA - SP,LUIZIANIA,SP,25.344.328.549.317
5041,-22.41,-49.81,LUPERCIO - SP,LUPERCIO,SP,27.417.632.947.064
5042,-22.34,-50.39,LUTECIA - SP,LUTECIA,SP,17.199.581.733.007
5043,-22.5,-48.71,MACATUBA - SP,MACATUBA,SP,96.591.152.061.935
5044,-20.8,-49.96,MACAUBAL - SP,MACAUBAL,SP,43.513.571.119.094
5045,-20.14,-50.19,MACEDONIA - SP,MACEDONIA,SP,23.299.527.943.782
5046,-20.64,-50.22,MAGDA - SP,MAGDA,SP,23.870.946.951.644
5047,-23.54,-47.18,MAIRINQUE - SP,MAIRINQUE,SP,19.671.834.263.024
5048,-23.31,-46.58,MAIRIPORA - SP,MAIRIPORA,SP,31.587.501.529.179
5049,-23,-49.32,MANDURI - SP,MANDURI,SP,43.469.400.617.983
5050,-22.1,-51.96,MARABA PAULISTA - SP,MARABA PAULISTA,SP,25.561.171.608.158
5051,-22.61,-50.66,MARACAI - SP,MARACAI,SP,80.078.386.463.602
5052,-21.25,-49.12,MARAPOAMA - SP,MARAPOAMA,SP,12.466.439.049.566
5053,-21.79,-51.18,MARIAPOLIS - SP,MARIAPOLIS,SP,25.990.752.530.038
5054,-22.21,-49.94,MARILIA - SP,MARILIA,SP,1.217.688.847.446
5055,-20.44,-50.82,MARINOPOLIS - SP,MARINOPOLIS,SP,14.482.218.804.809
5056,-22.14,-51.17,MARTINOPOLIS - SP,MARTINOPOLIS,SP,14.928.520.091.908
5057,-21.6,-48.36,MATAO - SP,MATAO,SP,45.139.226.046.942
5058,-23.66,-46.46,MAUA - SP,MAUA,SP,20.596.251.612.746
5059,-21.16,-49.58,MENDONCA - SP,MENDONCA,SP,22.192.331.378.918
5060,-20.35,-50.17,MERIDIANO - SP,MERIDIANO,SP,22.092.541.257.416
5061,-19.96,-50.63,MESOPOLIS - SP,MESOPOLIS,SP,1.282.549.587.061
5062,-20.17,-48.03,MIGUELOPOLIS - SP,MIGUELOPOLIS,SP,12.196.444.347.599
5063,-22.4,-48.45,MINEIROS DO TIETE - SP,MINEIROS DO TIETE,SP,7.361.007.228.368
5064,-19.97,-50.13,MIRA ESTRELA - SP,MIRA ESTRELA,SP,17.997.346.175.687
5065,-24.28,-47.46,MIRACATU - SP,MIRACATU,SP,13.201.837.000.129
5066,-21.13,-51.1,MIRANDOPOLIS - SP,MIRANDOPOLIS,SP,15.148.759.286.233
5067,-22.29,-51.9,MIRANTE DO PARANAPANEMA - SP,MIRANTE DO PARANAPANEMA,SP,98.142.833.867.234
5068,-20.81,-49.52,MIRASSOL - SP,MIRASSOL,SP,29.833.780.370.099
5069,-20.61,-49.46,MIRASSOLANDIA - SP,MIRASSOLANDIA,SP,20.572.833.808.542
5070,-21.46,-47,MOCOCA - SP,MOCOCA,SP,43.744.350.223.022
5071,-22.37,-46.94,MOGII-GUACU - SP,MOGII-GUACU,SP,70.462.432.676.965
5072,-23.52,-46.18,MOJI DAS CRUZES - SP,MOJI DAS CRUZES,SP,21.213.085.938.529
5073,-22.43,-46.95,MOJI-MIRIM - SP,MOJI-MIRIM,SP,5.071.253.084.008
5074,-22.92,-47.56,MOMBUCA - SP,MOMBUCA,SP,18.620.754.266.596
5075,-20.85,-50.09,MONCOES - SP,MONCOES,SP,12.448.761.325.497
5076,-24.08,-46.62,MONGAGUA - SP,MONGAGUA,SP,17.856.976.158.498
5077,-22.68,-46.68,MONTE ALEGRE DO SUL - SP,MONTE ALEGRE DO SUL,SP,41.723.938.983.911
5078,-21.26,-48.49,MONTE ALTO - SP,MONTE ALTO,SP,28.632.713.330.672
5079,-20.77,-49.71,MONTE APRAZIVEL - SP,MONTE APRAZIVEL,SP,11.283.579.821.382
5080,-20.9,-48.64,MONTE AZUL PAULISTA - SP,MONTE AZUL PAULISTA,SP,1.166.001.962.567
5081,-21.29,-51.56,MONTE CASTELO - SP,MONTE CASTELO,SP,25.709.355.019.088
5082,-22.94,-47.31,MONTE MOR - SP,MONTE MOR,SP,20.626.586.251.149
5083,-22.95,-45.84,MONTEIRO LOBATO - SP,MONTEIRO LOBATO,SP,222.863.011.574
5084,-20.73,-48.05,MORRO AGUDO - SP,MORRO AGUDO,SP,15.561.024.132.499
5085,-22.88,-46.79,MORUNGABA - SP,MORUNGABA,SP,65.180.668.700.373
5086,-21.5,-48.15,MOTUCA - SP,MOTUCA,SP,24.966.151.429.625
5087,-20.99,-51.27,MURUTINGA DO SUL - SP,MURUTINGA DO SUL,SP,23.885.996.332.398
5088,-22.62,-51.23,NANTES - SP,NANTES,SP,14.592.113.677.047
5089,-22.4,-51.52,NARANDIBA - SP,NARANDIBA,SP,23.389.004.738.995
5090,-23.37,-45.44,NATIVIDADE DA SERRA - SP,NATIVIDADE DA SERRA,SP,42.857.422.012.947
5091,-23.18,-46.39,NAZARE PAULISTA - SP,NAZARE PAULISTA,SP,73.641.880.456.224
5092,-20.84,-49.63,NEVES PAULISTA - SP,NEVES PAULISTA,SP,5.754.589.616.247
5093,-20.69,-50.03,NHANDEARA - SP,NHANDEARA,SP,63.746.441.140.415
5094,-20.91,-49.77,NIPOA - SP,NIPOA,SP,20.130.033.684.026
5095,-21.01,-49.49,NOVA ALIANCA - SP,NOVA ALIANCA,SP,27.723.741.615.004
5096,-24.12,-48.9,NOVA CAMPINA - SP,NOVA CAMPINA,SP,35.634.958.479.575
5097,-20.38,-50.94,NOVA CANAA PAULISTA - SP,NOVA CANAA PAULISTA,SP,15.474.143.047.643
5098,-20.76,-50.34,NOVA CASTILHO - SP,NOVA CASTILHO,SP,65.753.663.168.432
5099,-21.77,-48.56,NOVA EUROPA - SP,NOVA EUROPA,SP,43.570.115.257.418
5100,-20.53,-49.31,NOVA GRANADA - SP,NOVA GRANADA,SP,11.155.938.745.793
5101,-21.33,-51.64,NOVA GUATAPORANGA - SP,NOVA GUATAPORANGA,SP,12.846.722.473.711
5102,-21.1,-51.49,NOVA INDEPENDENCIA - SP,NOVA INDEPENDENCIA,SP,13.635.717.814.651
5103,-20.85,-50.26,NOVA LUZITANIA - SP,NOVA LUZITANIA,SP,17.552.343.700.642
5104,-22.77,-47.29,NOVA ODESSA - SP,NOVA ODESSA,SP,23.840.922.668.246
5105,-20.99,-48.91,NOVAIS - SP,NOVAIS,SP,22.460.238.855.662
5106,-21.46,-49.22,NOVO HORIZONTE - SP,NOVO HORIZONTE,SP,1.939.394.946.545
5107,-20.73,-47.73,NUPORANGA - SP,NUPORANGA,SP,40.270.965.857.173
5108,-22.43,-49.92,OCAUCU - SP,OCAUCU,SP,30.449.138.519.764
5109,-22.94,-49.34,OLEO - SP,OLEO,SP,17.498.680.963.247
5110,-20.73,-48.91,OLIMPIA - SP,OLIMPIA,SP,27.977.587.502.272
5111,-20.6,-49.29,ONDA VERDE - SP,ONDA VERDE,SP,19.315.975.944.769
5112,-22.15,-50.09,ORIENTE - SP,ORIENTE,SP,40.185.077.362.716
5113,-20.18,-49.35,ORINDIUVA - SP,ORINDIUVA,SP,24.539.487.926.191
5114,-20.72,-47.88,ORLANDIA - SP,ORLANDIA,SP,21.244.497.625.866
5115,-23.53,-46.79,OSASCO - SP,OSASCO,SP,622912
5116,-22.31,-50.28,OSCAR BRESSANE - SP,OSCAR BRESSANE,SP,15.846.420.150.637
5117,-21.79,-50.87,OSVALDO CRUZ - SP,OSVALDO CRUZ,SP,19.892.906.267.367
5118,-22.97,-49.87,OURINHOS - SP,OURINHOS,SP,60.294.941.577.606
5119,-21.48,-51.7,OURO VERDE - SP,OURO VERDE,SP,44.614.814.060.873
5120,-20,-50.37,OUROESTE - SP,OUROESTE,SP,37.222.151.499.751
5121,-21.56,-51.26,PACAEMBU - SP,PACAEMBU,SP,79.407.874.604.643
5122,-20.39,-49.43,PALESTINA - SP,PALESTINA,SP,60.532.477.201.019
5123,-21.08,-48.8,PALMARES PAULISTA - SP,PALMARES PAULISTA,SP,60.861.119.397.973
5124,-20.41,-50.76,PALMEIRA D'OESTE - SP,PALMEIRA D'OESTE,SP,67.131.507.041.712
5125,-22.78,-50.21,PALMITAL - SP,PALMITAL,SP,13.586.433.148.944
5126,-21.35,-51.86,PANORAMA - SP,PANORAMA,SP,87.788.126.579.283
5127,-22.41,-50.57,PARAGUACU PAULISTA - SP,PARAGUACU PAULISTA,SP,22.814.891.702.971
5128,-23.38,-45.66,PARAIBUNA - SP,PARAIBUNA,SP,91.133.784.239.311
5129,-21.01,-48.77,PARAISO - SP,PARAISO,SP,37.635.032.951.478
5130,-23.38,-48.72,PARANAPANEMA - SP,PARANAPANEMA,SP,82.296.349.158.106
5131,-20.1,-50.58,PARANAPUA - SP,PARANAPUA,SP,25.863.942.041.742
5132,-21.78,-50.79,PARAPUA - SP,PARAPUA,SP,69.878.843.307.428
5133,-23.08,-48.37,PARDINHO - SP,PARDINHO,SP,25.124.854.740.403
5134,-24.71,-47.88,PARIQUERA-ACU - SP,PARIQUERA-ACU,SP,98.308.232.882.175
5135,-20.3,-50.01,PARISI - SP,PARISI,SP,99.524.551.961.943
5136,-20.63,-47.28,PATROCINIO PAULISTA - SP,PATROCINIO PAULISTA,SP,73.174.905.319.701
5137,-21.31,-51.83,PAULICEIA - SP,PAULICEIA,SP,28.251.845.583.024
5138,-22.76,-47.15,PAULINIA - SP,PAULINIA,SP,27.314.561.015.953
5139,-22.57,-49.4,PAULISTANIA - SP,PAULISTANIA,SP,10.327.076.704.732
5140,-20.03,-49.38,PAULO DE FARIA - SP,PAULO DE FARIA,SP,57.066.393.676.139
5141,-22.35,-48.77,PEDERNEIRAS - SP,PEDERNEIRAS,SP,23.207.128.215.584
5142,-22.79,-46.44,PEDRA BELA - SP,PEDRA BELA,SP,31.515.053.694.796
5143,-20.24,-50.11,PEDRANOPOLIS - SP,PEDRANOPOLIS,SP,18.584.894.441.583
5144,-20.25,-47.47,PEDREGULHO - SP,PEDREGULHO,SP,93.717.454.592.825
5145,-22.74,-46.9,PEDREIRA - SP,PEDREIRA,SP,20.767.704.278.594
5146,-22.81,-50.79,PEDRINHAS PAULISTA - SP,PEDRINHAS PAULISTA,SP,17.947.520.833.786
5147,-24.27,-47.23,PEDRO DE TOLEDO - SP,PEDRO DE TOLEDO,SP,53.501.289.358.373
5148,-21.42,-50.07,PENAPOLIS - SP,PENAPOLIS,SP,34.368.200.531.823
5149,-20.63,-51.1,PEREIRA BARRETO - SP,PEREIRA BARRETO,SP,16.405.099.578.846
5150,-23.07,-47.97,PEREIRAS - SP,PEREIRAS,SP,36.820.777.709.732
5151,-24.32,-46.99,PERUIBE - SP,PERUIBE,SP,28.601.545.815.936
5152,-21.59,-50.59,PIACATU - SP,PIACATU,SP,29.970.456.712.883
5153,-23.71,-47.42,PIEDADE - SP,PIEDADE,SP,26.205.522.232.182
5154,-23.81,-47.71,PILAR DO SUL - SP,PILAR DO SUL,SP,15.016.646.839.273
